umbral_sube,modo_entrada,umbral_veto_baja_clave,usa_veto_baja,tipo_salida,nombre_salida,horizonte_salida,coste,operaciones_2023,precision_clasificacion_2023,porcentaje_acierto_clasificacion_2023,porcentaje_operaciones_positivas_2023,retorno_bruto_medio_2023,retorno_neto_medio_2023,retorno_neto_mediano_2023,factor_beneficio_2023,maximo_drawdown_2023,operaciones_2024,precision_clasificacion_2024,porcentaje_acierto_clasificacion_2024,porcentaje_operaciones_positivas_2024,retorno_bruto_medio_2024,retorno_neto_medio_2024,retorno_neto_mediano_2024,factor_beneficio_2024,maximo_drawdown_2024,operaciones_minimo,operaciones_medio,operaciones_diferencia,precision_clasificacion_minimo,precision_clasificacion_medio,precision_clasificacion_diferencia,porcentaje_acierto_clasificacion_minimo,porcentaje_acierto_clasificacion_medio,porcentaje_acierto_clasificacion_diferencia,porcentaje_operaciones_positivas_minimo,porcentaje_operaciones_positivas_medio,porcentaje_operaciones_positivas_diferencia,retorno_bruto_medio_minimo,retorno_bruto_medio_medio,retorno_bruto_medio_diferencia,retorno_neto_medio_minimo,retorno_neto_medio_medio,retorno_neto_medio_diferencia,retorno_neto_mediano_minimo,retorno_neto_mediano_medio,retorno_neto_mediano_diferencia,factor_beneficio_minimo,factor_beneficio_medio,factor_beneficio_diferencia,maximo_drawdown_minimo,maximo_drawdown_medio,maximo_drawdown_diferencia,umbral_veto_baja,cumple_filtros,puntuacion
0.55,creciente_3m,0.4,True,fija,fija_60m,60,0.0005,17,0.4117647058823529,41.17647058823529,64.70588235294117,0.0033978038342743,0.0028978038342743,0.0015868239688902,1.9402657013549176,-0.0365236410920409,14,0.5714285714285714,57.14285714285714,85.71428571428571,0.0086527129874679,0.0081527129874679,0.0065086879935621,11.758247640455073,-0.0074990690527534,14,15.5,3,0.4117647058823529,0.49159663865546216,0.15966386554621848,41.17647058823529,49.159663865546214,15.966386554621849,64.70588235294117,75.21008403361344,21.008403361344534,0.0033978038342743,0.0060252584108711005,0.0052549091531936005,0.0028978038342743,0.0055252584108711,0.0052549091531936005,0.0015868239688902,0.00404775598122615,0.0049218640246719,1.9402657013549176,6.849256670904995,9.817981939100155,-0.0365236410920409,-0.02201135507239715,0.0290245720392875,0.4,False,0.183148288558069
0.44,nivel,0.3,True,fija,fija_120m,120,0.001,38,0.5526315789473685,55.26315789473685,60.526315789473685,0.0037541380796389,0.0027541380796389,0.0019675843415553,1.890862053444708,-0.0451144976853818,19,0.5789473684210527,57.89473684210527,63.1578947368421,0.0056352412896661,0.0046352412896661,0.0040213951871638,2.602679884117251,-0.0373683121416142,19,28.5,19,0.5526315789473685,0.5657894736842106,0.02631578947368418,55.26315789473685,56.578947368421055,2.6315789473684177,60.526315789473685,61.84210526315789,2.6315789473684177,0.0037541380796389,0.0046946896846525,0.0018811032100272003,0.0027541380796389,0.0036946896846524998,0.0018811032100272003,0.0019675843415553,0.00299448976435955,0.0020538108456084996,1.890862053444708,2.2467709687809796,0.7118178306725431,-0.0451144976853818,-0.041241404913498,0.007746185543767603,0.3,False,0.1831011457970655
0.46,creciente_5m,0.45,True,fija,fija_120m,120,0.002,5,0.4,40.0,60.0,0.0077621813409831,0.0057621813409831,0.0024227909694798,4.186474562028837,-0.0056231848578292,10,0.5,50.0,60.0,0.0052887257261981,0.0032887257261981,0.0032790725736181,1.9230269486040728,-0.0226440361824957,5,7.5,5,0.4,0.45,0.09999999999999998,40.0,45.0,10.0,60.0,60.0,0.0,0.0052887257261981,0.0065254535335906,0.002473455614785,0.0032887257261981,0.0045254535335906,0.002473455614785,0.0024227909694798,0.00285093177154895,0.0008562816041383001,1.9230269486040728,3.054750755316455,2.2634476134247645,-0.0226440361824957,-0.01413361052016245,0.0170208513246665,0.45,False,0.18308149474400284
0.54,confirmacion_3m,0.5,True,fija,fija_60m,60,0.0005,16,0.5,50.0,62.5,0.006557343350131,0.006057343350131,0.0122508579387796,2.5968383433145994,-0.0437511999725476,26,0.7307692307692307,73.07692307692307,69.23076923076923,0.0036652755927404,0.0031652755927404,0.0033014562437168,1.8295297137419413,-0.0373592784671897,16,21.0,10,0.5,0.6153846153846154,0.23076923076923073,50.0,61.53846153846153,23.076923076923066,62.5,65.86538461538461,6.730769230769226,0.0036652755927404,0.0051113094714357,0.0028920677573906,0.0031652755927404,0.0046113094714357004,0.0028920677573906002,0.0033014562437168,0.0077761570912482,0.0089494016950628,1.8295297137419413,2.2131840285282705,0.7673086295726581,-0.0437511999725476,-0.04055523921986865,0.006391921505357903,0.5,False,0.18302892445084035
0.48,nivel,0.35,True,fija,fija_120m,120,0.0005,37,0.5405405405405406,54.054054054054056,72.97297297297297,0.0054453159998873,0.0049453159998873,0.0041935529336691,3.0815801028914827,-0.0323102734737834,31,0.5483870967741935,54.83870967741935,67.74193548387096,0.00361553199159,0.00311553199159,0.0048665024667077,1.7173666631799236,-0.0521483382870209,31,34.0,6,0.5405405405405406,0.544463818657367,0.007846556233652935,54.054054054054056,54.446381865736704,0.7846556233652962,67.74193548387096,70.35745422842197,5.2310374891020075,0.00361553199159,0.00453042399573865,0.0018297840082972996,0.00311553199159,0.00403042399573865,0.0018297840082973,0.0041935529336691,0.0045300277001884,0.0006729495330386002,1.7173666631799236,2.399473383035703,1.364213439711559,-0.0521483382870209,-0.04222930588040215,0.0198380648132375,0.35,False,0.18299031521259082
0.53,creciente_3m,-1.0,False,fija,fija_240m,240,0.002,23,0.4347826086956521,43.47826086956522,56.52173913043478,0.0067894886410903,0.0047894886410903,0.0007548395895984,2.149708203704846,-0.0537235090533537,53,0.5471698113207547,54.71698113207547,58.490566037735846,0.0070799745849492,0.0050799745849492,0.0038721755940573,1.8348176729326808,-0.0613952154421314,23,38.0,30,0.4347826086956521,0.4909762100082034,0.1123872026251026,43.47826086956522,49.09762100082034,11.238720262510249,56.52173913043478,57.506152584085314,1.9688269073010645,0.0067894886410903,0.006934731613019751,0.00029048594385889994,0.0047894886410903,0.004934731613019751,0.00029048594385889994,0.0007548395895984,0.00231350759182785,0.0031173360044589003,1.8348176729326808,1.9922629383187633,0.314890530772165,-0.0613952154421314,-0.05755936224774255,0.007671706388777698,,False,0.18288477227255767
0.55,confirmacion_10m,0.4,True,fija,fija_120m,120,0.0005,4,0.75,75.0,50.0,0.0018102864643528,0.0013102864643528,0.0017969976198328,2.0643791588334466,-0.0005803571656858,4,0.75,75.0,100.0,0.0094860114888996,0.0089860114888996,0.0084146949540576,inf,0.0,4,4.0,0,0.75,0.75,0.0,75.0,75.0,0.0,50.0,75.0,50.0,0.0018102864643528,0.0056481489766262005,0.0076757250245468,0.0013102864643528,0.0051481489766262,0.0076757250245468,0.0017969976198328,0.0051058462869452,0.006617697334224801,2.0643791588334466,inf,inf,-0.0005803571656858,-0.0002901785828429,0.0005803571656858,0.4,False,0.18287134643391978
0.54,confirmacion_10m,0.4,True,fija,fija_60m,60,0.002,5,0.4,40.0,80.0,0.0046732593117159,0.0026732593117159,0.0085570846748392,1.7405648112916323,-0.0180487870268469,4,0.75,75.0,100.0,0.004541013417024,0.002541013417024,0.0019492711099888,inf,0.0,4,4.5,1,0.4,0.575,0.35,40.0,57.5,35.0,80.0,90.0,20.0,0.004541013417024,0.00460713636436995,0.0001322458946919,0.002541013417024,0.00260713636436995,0.0001322458946919,0.0019492711099888,0.005253177892414,0.0066078135648504,1.7405648112916323,inf,inf,-0.0180487870268469,-0.00902439351342345,0.0180487870268469,0.4,False,0.18286424790134884
0.45,nivel,0.3,True,fija,fija_480m,480,0.001,30,0.5333333333333333,53.333333333333336,63.33333333333333,0.0040826165301702,0.0030826165301702,0.0036839558928107,1.8302641756969185,-0.0887839796628727,17,0.6470588235294118,64.70588235294117,76.47058823529412,0.0100295716795323,0.0090295716795323,0.0131004234161317,2.338120938042953,-0.0589308273576839,17,23.5,13,0.5333333333333333,0.5901960784313726,0.11372549019607847,53.333333333333336,59.01960784313725,11.372549019607838,63.33333333333333,69.90196078431373,13.137254901960787,0.0040826165301702,0.00705609410485125,0.005946955149362099,0.0030826165301702,0.006056094104851251,0.0059469551493621,0.0036839558928107,0.0083921896544712,0.009416467523321,1.8302641756969185,2.0841925568699358,0.5078567623460346,-0.0887839796628727,-0.07385740351027831,0.0298531523051888,0.3,False,0.18281298111816924
0.59,cruce,0.3,True,barrera,tp050_sl030_120m,120,0.0005,17,0.5882352941176471,58.82352941176471,64.70588235294117,0.0021764705882352,0.0016764705882352,0.0045,2.3571428571428577,-0.0035,5,1.0,100.0,60.0,0.0018,0.0013,0.0045,1.9285714285714288,-0.0034999999999999,5,11.0,12,0.5882352941176471,0.7941176470588236,0.4117647058823529,58.82352941176471,79.41176470588235,41.17647058823529,60.0,62.35294117647059,4.705882352941174,0.0018,0.0019882352941175997,0.0003764705882352,0.0013,0.0014882352941176,0.0003764705882352,0.0045,0.0045,0.0,1.9285714285714288,2.1428571428571432,0.4285714285714288,-0.0035,-0.00349999999999995,1.0018028073766061e-16,0.3,False,0.18280424369747908
0.59,cruce,0.3,True,barrera,tp050_sl030_240m,240,0.0005,17,0.5882352941176471,58.82352941176471,64.70588235294117,0.0021764705882352,0.0016764705882352,0.0045,2.3571428571428577,-0.0035,5,1.0,100.0,60.0,0.0018,0.0013,0.0045,1.9285714285714288,-0.0034999999999999,5,11.0,12,0.5882352941176471,0.7941176470588236,0.4117647058823529,58.82352941176471,79.41176470588235,41.17647058823529,60.0,62.35294117647059,4.705882352941174,0.0018,0.0019882352941175997,0.0003764705882352,0.0013,0.0014882352941176,0.0003764705882352,0.0045,0.0045,0.0,1.9285714285714288,2.1428571428571432,0.4285714285714288,-0.0035,-0.00349999999999995,1.0018028073766061e-16,0.3,False,0.18280424369747908
0.56,confirmacion_5m,0.35,True,fija,fija_60m,60,0.0005,6,0.5,50.0,66.66666666666666,0.0040670829277817,0.0035670829277817,0.0095762288237926,1.6778797409633492,-0.0314715936364027,2,1.0,100.0,100.0,0.0054713481825788,0.0049713481825788,0.0049713481825788,inf,0.0,2,4.0,4,0.5,0.75,0.5,50.0,75.0,50.0,66.66666666666666,83.33333333333333,33.33333333333334,0.0040670829277817,0.00476921555518025,0.0014042652547971001,0.0035670829277817,0.00426921555518025,0.0014042652547970997,0.0049713481825788,0.0072737885031856995,0.0046048806412137995,1.6778797409633492,inf,inf,-0.0314715936364027,-0.01573579681820135,0.0314715936364027,0.35,False,0.18273012529465515
0.54,confirmacion_10m,0.35,True,barrera,tp050_sl030_240m,240,0.002,5,0.6,60.0,80.0,0.0034,0.0014,0.003,2.4,0.0,4,0.75,75.0,75.0,0.003,0.001,0.003,1.8000000000000005,-0.005,4,4.5,1,0.6,0.675,0.15000000000000002,60.0,67.5,15.0,75.0,77.5,5.0,0.003,0.0031999999999999997,0.00039999999999999975,0.001,0.0012000000000000001,0.00039999999999999996,0.003,0.003,0.0,1.8000000000000005,2.1,0.5999999999999994,-0.005,-0.0025,0.005,0.35,False,0.18265
0.54,confirmacion_10m,0.35,True,barrera,tp050_sl030_120m,120,0.002,5,0.6,60.0,80.0,0.0034,0.0014,0.003,2.4,0.0,4,0.75,75.0,75.0,0.003,0.001,0.003,1.8000000000000005,-0.005,4,4.5,1,0.6,0.675,0.15000000000000002,60.0,67.5,15.0,75.0,77.5,5.0,0.003,0.0031999999999999997,0.00039999999999999975,0.001,0.0012000000000000001,0.00039999999999999996,0.003,0.003,0.0,1.8000000000000005,2.1,0.5999999999999994,-0.005,-0.0025,0.005,0.35,False,0.18265
0.48,creciente_3m,0.4,True,fija,fija_240m,240,0.0005,18,0.4444444444444444,44.44444444444444,66.66666666666666,0.0040693135254285,0.0035693135254285,0.0028433650281099,2.228515038801415,-0.0225081733640886,19,0.3684210526315789,36.84210526315789,63.1578947368421,0.0041924746474322,0.0036924746474322,0.0037217819582284,1.8546973478948388,-0.0517978849605897,18,18.5,1,0.3684210526315789,0.4064327485380117,0.07602339181286549,36.84210526315789,40.64327485380117,7.602339181286553,63.1578947368421,64.91228070175438,3.5087719298245545,0.0040693135254285,0.00413089408643035,0.00012316112200369978,0.0035693135254285,0.00363089408643035,0.00012316112200370022,0.0028433650281099,0.00328257349316915,0.0008784169301184999,1.8546973478948388,2.041606193348127,0.37381769090657646,-0.0517978849605897,-0.037153029162339146,0.0292897115965011,0.4,False,0.18258045634983638
0.51,creciente_5m,0.5,True,fija,fija_60m,60,0.001,4,0.5,50.0,100.0,0.0132123253540578,0.0122123253540578,0.0137264076640475,inf,0.0,3,0.6666666666666666,66.66666666666666,66.66666666666666,0.0040880071840814,0.0030880071840814,0.0044386385628966,1.77354536447733,0.0,3,3.5,1,0.5,0.5833333333333333,0.16666666666666663,50.0,58.33333333333333,16.666666666666657,66.66666666666666,83.33333333333333,33.33333333333334,0.0040880071840814,0.008650166269069599,0.0091243181699764,0.0030880071840814,0.0076501662690696,0.0091243181699764,0.0044386385628966,0.00908252311347205,0.009287769101150901,1.77354536447733,inf,inf,0.0,0.0,0.0,0.5,False,0.18256947133830925
0.5,creciente_5m,0.5,True,fija,fija_60m,60,0.001,4,0.5,50.0,100.0,0.0132123253540578,0.0122123253540578,0.0137264076640475,inf,0.0,3,0.6666666666666666,66.66666666666666,66.66666666666666,0.0040880071840814,0.0030880071840814,0.0044386385628966,1.77354536447733,0.0,3,3.5,1,0.5,0.5833333333333333,0.16666666666666663,50.0,58.33333333333333,16.666666666666657,66.66666666666666,83.33333333333333,33.33333333333334,0.0040880071840814,0.008650166269069599,0.0091243181699764,0.0030880071840814,0.0076501662690696,0.0091243181699764,0.0044386385628966,0.00908252311347205,0.009287769101150901,1.77354536447733,inf,inf,0.0,0.0,0.0,0.5,False,0.18256947133830925
0.54,creciente_5m,0.5,True,fija,fija_60m,60,0.001,4,0.5,50.0,100.0,0.0132123253540578,0.0122123253540578,0.0137264076640475,inf,0.0,3,0.6666666666666666,66.66666666666666,66.66666666666666,0.0040880071840814,0.0030880071840814,0.0044386385628966,1.77354536447733,0.0,3,3.5,1,0.5,0.5833333333333333,0.16666666666666663,50.0,58.33333333333333,16.666666666666657,66.66666666666666,83.33333333333333,33.33333333333334,0.0040880071840814,0.008650166269069599,0.0091243181699764,0.0030880071840814,0.0076501662690696,0.0091243181699764,0.0044386385628966,0.00908252311347205,0.009287769101150901,1.77354536447733,inf,inf,0.0,0.0,0.0,0.5,False,0.18256947133830925
0.52,creciente_5m,0.5,True,fija,fija_60m,60,0.001,4,0.5,50.0,100.0,0.0132123253540578,0.0122123253540578,0.0137264076640475,inf,0.0,3,0.6666666666666666,66.66666666666666,66.66666666666666,0.0040880071840814,0.0030880071840814,0.0044386385628966,1.77354536447733,0.0,3,3.5,1,0.5,0.5833333333333333,0.16666666666666663,50.0,58.33333333333333,16.666666666666657,66.66666666666666,83.33333333333333,33.33333333333334,0.0040880071840814,0.008650166269069599,0.0091243181699764,0.0030880071840814,0.0076501662690696,0.0091243181699764,0.0044386385628966,0.00908252311347205,0.009287769101150901,1.77354536447733,inf,inf,0.0,0.0,0.0,0.5,False,0.18256947133830925
0.53,creciente_5m,0.5,True,fija,fija_60m,60,0.001,4,0.5,50.0,100.0,0.0132123253540578,0.0122123253540578,0.0137264076640475,inf,0.0,3,0.6666666666666666,66.66666666666666,66.66666666666666,0.0040880071840814,0.0030880071840814,0.0044386385628966,1.77354536447733,0.0,3,3.5,1,0.5,0.5833333333333333,0.16666666666666663,50.0,58.33333333333333,16.666666666666657,66.66666666666666,83.33333333333333,33.33333333333334,0.0040880071840814,0.008650166269069599,0.0091243181699764,0.0030880071840814,0.0076501662690696,0.0091243181699764,0.0044386385628966,0.00908252311347205,0.009287769101150901,1.77354536447733,inf,inf,0.0,0.0,0.0,0.5,False,0.18256947133830925
0.45,cruce,0.25,True,fija,fija_480m,480,0.0005,12,0.6666666666666666,66.66666666666666,75.0,0.003528508171486,0.003028508171486,0.0060036542353348,1.6788051719467334,-0.0448812401296173,2,0.5,50.0,100.0,0.0171620089992938,0.0166620089992938,0.0166620089992938,inf,0.0,2,7.0,10,0.5,0.5833333333333333,0.16666666666666663,50.0,58.33333333333333,16.666666666666657,75.0,87.5,25.0,0.003528508171486,0.0103452585853899,0.0136335008278078,0.003028508171486,0.009845258585389899,0.0136335008278078,0.0060036542353348,0.0113328316173143,0.010658354763958999,1.6788051719467334,inf,inf,-0.0448812401296173,-0.02244062006480865,0.0448812401296173,0.25,False,0.18237659998050387
0.55,nivel,0.4,True,fija,fija_120m,120,0.0005,29,0.4482758620689655,44.82758620689656,62.06896551724138,0.0035155905086584,0.0030155905086584,0.0016576198046786,1.9951058381970768,-0.0410739382668314,33,0.5757575757575758,57.57575757575758,63.63636363636363,0.0046486015652143,0.0041486015652143,0.0065258932588944,1.902310261491937,-0.0434026731399604,29,31.0,4,0.4482758620689655,0.5120167189132707,0.12748171368861028,44.82758620689656,51.20167189132707,12.748171368861016,62.06896551724138,62.85266457680251,1.5673981191222524,0.0035155905086584,0.00408209603693635,0.0011330110565559003,0.0030155905086584,0.0035820960369363497,0.0011330110565559,0.0016576198046786,0.0040917565317865005,0.004868273454215801,1.902310261491937,1.9487080498445069,0.09279557670513983,-0.0434026731399604,-0.0422383057033959,0.0023287348731289986,0.4,False,0.1822389574961923
0.45,confirmacion_3m,0.4,True,fija,fija_480m,480,0.0005,21,0.4761904761904761,47.61904761904761,71.42857142857143,0.0087126845640408,0.0082126845640408,0.0065105426195206,3.6281983610662873,-0.0316606385068136,19,0.4210526315789473,42.10526315789473,52.63157894736842,0.005385415503633,0.004885415503633,0.0054865431667249,1.7751276261946156,-0.063552783674061,19,20.0,2,0.4210526315789473,0.4486215538847117,0.05513784461152882,42.10526315789473,44.86215538847117,5.513784461152881,52.63157894736842,62.03007518796993,18.796992481203013,0.005385415503633,0.0070490500338369,0.0033272690604078,0.004885415503633,0.006549050033836899,0.0033272690604078,0.0054865431667249,0.00599854289312275,0.0010239994527956996,1.7751276261946156,2.7016629936304515,1.8530707348716717,-0.063552783674061,-0.047606711090437306,0.0318921451672474,0.4,False,0.1821806129439731
0.49,nivel,0.35,True,fija,fija_60m,60,0.001,34,0.5588235294117647,55.88235294117647,67.64705882352942,0.0050916616422478,0.0040916616422478,0.0041657736580761,2.671068634871534,-0.0348849593779964,32,0.625,62.5,62.5,0.0037790910869543,0.0027790910869543,0.0025265917424295,1.8263490540206573,-0.0206680360338021,32,33.0,2,0.5588235294117647,0.5919117647058824,0.06617647058823528,55.88235294117647,59.19117647058823,6.617647058823529,62.5,65.07352941176471,5.14705882352942,0.0037790910869543,0.00443537636460105,0.0013125705552934999,0.0027790910869543,0.0034353763646010503,0.0013125705552934999,0.0025265917424295,0.0033461827002528,0.0016391819156465997,1.8263490540206573,2.248708844446096,0.8447195808508767,-0.0348849593779964,-0.02777649770589925,0.014216923344194297,0.35,False,0.18213217891374758
0.55,creciente_3m,0.45,True,fija,fija_480m,480,0.002,16,0.25,25.0,50.0,0.0072688863085365,0.0052688863085365,0.0022141388159353,2.161081966530848,-0.0382102611863967,19,0.5263157894736842,52.63157894736842,63.1578947368421,0.0090373785619833,0.0070373785619833,0.0105316959800116,1.9520134944476968,-0.0745074068857273,16,17.5,3,0.25,0.3881578947368421,0.2763157894736842,25.0,38.815789473684205,27.631578947368418,50.0,56.578947368421055,13.157894736842103,0.0072688863085365,0.0081531324352599,0.0017684922534468009,0.0052688863085365,0.0061531324352599,0.0017684922534468,0.0022141388159353,0.00637291739797345,0.008317557164076301,1.9520134944476968,2.0565477304892723,0.20906847208315127,-0.0745074068857273,-0.056358834036062,0.036297145699330596,0.45,False,0.18212097932268315
0.56,confirmacion_3m,0.35,True,fija,fija_240m,240,0.002,7,0.5714285714285714,57.14285714285714,57.14285714285714,0.0044234319972461,0.0024234319972461,0.0042983422735987,2.0059270666760485,-0.0122355986689458,2,1.0,100.0,100.0,0.0278015639304609,0.0258015639304609,0.0258015639304609,inf,0.0,2,4.5,5,0.5714285714285714,0.7857142857142857,0.4285714285714286,57.14285714285714,78.57142857142857,42.85714285714286,57.14285714285714,78.57142857142857,42.85714285714286,0.0044234319972461,0.0161124979638535,0.0233781319332148,0.0024234319972461,0.014112497963853499,0.0233781319332148,0.0042983422735987,0.0150499531020298,0.0215032216568622,2.0059270666760485,inf,inf,-0.0122355986689458,-0.0061177993344729,0.0122355986689458,0.35,False,0.18211645764686002
0.59,confirmacion_5m,0.4,True,fija,fija_60m,60,0.001,4,0.5,50.0,75.0,0.0055872065024648,0.0045872065024648,0.0143945785501284,1.644817167573619,-0.0284558583930142,3,0.6666666666666666,66.66666666666666,100.0,0.0041853299284185,0.0031853299284185,0.0032900664697191,inf,0.0,3,3.5,1,0.5,0.5833333333333333,0.16666666666666663,50.0,58.33333333333333,16.666666666666657,75.0,87.5,25.0,0.0041853299284185,0.00488626821544165,0.0014018765740463,0.0031853299284185,0.0038862682154416498,0.0014018765740463,0.0032900664697191,0.008842322509923749,0.0111045120804093,1.644817167573619,inf,inf,-0.0284558583930142,-0.0142279291965071,0.0284558583930142,0.4,False,0.18209353173386214
0.51,nivel,0.4,True,fija,fija_480m,480,0.001,30,0.4,40.0,60.0,0.0052003895451934,0.0042003895451934,0.0065227361284538,1.7742995109748911,-0.0665130464629623,38,0.5526315789473685,55.26315789473685,57.89473684210527,0.0064028706937588,0.0054028706937588,0.0056914109293104,1.8341187797050085,-0.0724339116583193,30,34.0,8,0.4,0.47631578947368425,0.15263157894736845,40.0,47.631578947368425,15.26315789473685,57.89473684210527,58.94736842105263,2.1052631578947327,0.0052003895451934,0.0058016301194760995,0.0012024811485654005,0.0042003895451934,0.0048016301194761,0.0012024811485654005,0.0056914109293104,0.006107073528882101,0.0008313251991433996,1.7742995109748911,1.8042091453399498,0.059819268730117336,-0.0724339116583193,-0.0694734790606408,0.005920865195357006,0.4,False,0.18205037801623225
0.58,cruce,0.3,True,fija,fija_60m,60,0.002,15,0.5333333333333333,53.333333333333336,53.333333333333336,0.0043073855639241,0.0023073855639241,8.682396889026119e-05,2.0835839009815613,-0.0213746631380913,3,1.0,100.0,66.66666666666666,0.0095789197346816,0.0075789197346816,0.0050994508938113,6.189023849449123,0.0,3,9.0,12,0.5333333333333333,0.7666666666666666,0.4666666666666667,53.333333333333336,76.66666666666667,46.666666666666664,53.333333333333336,60.0,13.333333333333321,0.0043073855639241,0.00694315264930285,0.005271534170757501,0.0023073855639241,0.00494315264930285,0.0052715341707575,8.682396889026119e-05,0.0025931374313507807,0.005012626924921039,2.0835839009815613,4.136303875215342,4.105439948467562,-0.0213746631380913,-0.01068733156904565,0.0213746631380913,0.3,False,0.18204243754817676
0.48,creciente_5m,0.5,True,fija,fija_60m,60,0.001,5,0.4,40.0,80.0,0.0083847634658801,0.0073847634658801,0.0134481853168956,4.09621119449368,-0.0119254840868304,6,0.5,50.0,66.66666666666666,0.0036047521272338,0.0026047521272338,0.0027061268079909,1.897016524772957,-0.005446715544189,5,5.5,1,0.4,0.45,0.09999999999999998,40.0,45.0,10.0,66.66666666666666,73.33333333333333,13.333333333333343,0.0036047521272338,0.0059947577965569505,0.0047800113386463,0.0026047521272338,0.00499475779655695,0.0047800113386463,0.0027061268079909,0.00807715606244325,0.0107420585089047,1.897016524772957,2.9966138596333183,2.199194669720723,-0.0119254840868304,-0.0086860998155097,0.006478768542641401,0.5,False,0.18193048909042733
0.48,creciente_5m,0.5,True,fija,fija_240m,240,0.002,4,0.5,50.0,50.0,0.0063777479233201,0.0043777479233201,0.0002932467210194,1.919607320060008,-0.0136937774197682,6,0.5,50.0,66.66666666666666,0.0103040804925537,0.0083040804925537,0.0041034827110985,5.843739188874228,-0.008192688012285,4,5.0,2,0.5,0.5,0.0,50.0,50.0,0.0,50.0,58.33333333333333,16.666666666666657,0.0063777479233201,0.0083409142079369,0.0039263325692336,0.0043777479233201,0.0063409142079369,0.0039263325692336,0.0002932467210194,0.00219836471605895,0.0038102359900791,1.919607320060008,3.8816732544671178,3.9241318688142197,-0.0136937774197682,-0.0109432327160266,0.005501089407483201,0.5,False,0.1818030828261904
0.48,confirmacion_3m,0.3,True,barrera,tp100_sl050_480m,480,0.001,2,0.5,50.0,50.0,0.0044014761063119,0.0034014761063119,0.0034014761063119,4.096406119025873,-0.002197047787376,7,0.8571428571428571,85.71428571428571,57.14285714285714,0.0035714285714285,0.0025714285714285,0.009,2.0,-0.0060000000000001,2,4.5,5,0.5,0.6785714285714286,0.3571428571428571,50.0,67.85714285714286,35.71428571428571,50.0,53.57142857142857,7.142857142857139,0.0035714285714285,0.0039864523388702,0.0008300475348833997,0.0025714285714285,0.0029864523388702,0.0008300475348833997,0.0034014761063119,0.006200738053155949,0.005598523893688099,2.0,3.0482030595129364,2.0964061190258727,-0.0060000000000001,-0.00409852389368805,0.0038029522126241,0.3,False,0.18177935701661008
0.51,creciente_5m,0.45,True,fija,fija_480m,480,0.0005,4,0.5,50.0,50.0,0.0049109085243909,0.0044109085243909,0.0010869187841205,1.9637728558060197,-0.0163739362079073,2,0.5,50.0,50.0,0.0040501140269617,0.0035501140269617,0.0035501140269617,2.091873059775301,0.0,2,3.0,2,0.5,0.5,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0040501140269617,0.0044805112756763,0.0008607944974292001,0.0035501140269617,0.0039805112756763,0.0008607944974292005,0.0010869187841205,0.0023185164055411,0.0024631952428412,1.9637728558060197,2.02782295779066,0.12810020396928112,-0.0163739362079073,-0.00818696810395365,0.0163739362079073,0.45,False,0.18175496291346435
0.5,creciente_5m,0.45,True,fija,fija_480m,480,0.0005,4,0.5,50.0,50.0,0.0049109085243909,0.0044109085243909,0.0010869187841205,1.9637728558060197,-0.0163739362079073,2,0.5,50.0,50.0,0.0040501140269617,0.0035501140269617,0.0035501140269617,2.091873059775301,0.0,2,3.0,2,0.5,0.5,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0040501140269617,0.0044805112756763,0.0008607944974292001,0.0035501140269617,0.0039805112756763,0.0008607944974292005,0.0010869187841205,0.0023185164055411,0.0024631952428412,1.9637728558060197,2.02782295779066,0.12810020396928112,-0.0163739362079073,-0.00818696810395365,0.0163739362079073,0.45,False,0.18175496291346435
0.53,creciente_5m,0.45,True,fija,fija_480m,480,0.0005,4,0.5,50.0,50.0,0.0049109085243909,0.0044109085243909,0.0010869187841205,1.9637728558060197,-0.0163739362079073,2,0.5,50.0,50.0,0.0040501140269617,0.0035501140269617,0.0035501140269617,2.091873059775301,0.0,2,3.0,2,0.5,0.5,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0040501140269617,0.0044805112756763,0.0008607944974292001,0.0035501140269617,0.0039805112756763,0.0008607944974292005,0.0010869187841205,0.0023185164055411,0.0024631952428412,1.9637728558060197,2.02782295779066,0.12810020396928112,-0.0163739362079073,-0.00818696810395365,0.0163739362079073,0.45,False,0.18175496291346435
0.54,creciente_5m,0.45,True,fija,fija_480m,480,0.0005,4,0.5,50.0,50.0,0.0049109085243909,0.0044109085243909,0.0010869187841205,1.9637728558060197,-0.0163739362079073,2,0.5,50.0,50.0,0.0040501140269617,0.0035501140269617,0.0035501140269617,2.091873059775301,0.0,2,3.0,2,0.5,0.5,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0040501140269617,0.0044805112756763,0.0008607944974292001,0.0035501140269617,0.0039805112756763,0.0008607944974292005,0.0010869187841205,0.0023185164055411,0.0024631952428412,1.9637728558060197,2.02782295779066,0.12810020396928112,-0.0163739362079073,-0.00818696810395365,0.0163739362079073,0.45,False,0.18175496291346435
