multiplicador_baja,multiplicador_neutral,multiplicador_sube,accuracy,balanced_accuracy,f1_macro,predicciones_baja,predicciones_neutral,predicciones_sube,porcentaje_predicho_baja,porcentaje_predicho_neutral,porcentaje_predicho_sube
2.75,1.0,2.75,0.3352302130898021,0.38953148659971437,0.3185101629724442,118784,90581,316235,22.599695585996958,17.23382800608828,60.16647640791476
2.75,1.0,2.25,0.34636986301369865,0.39281507412962796,0.31763723045566655,366088,110631,48881,69.65144596651446,21.04851598173516,9.30003805175038
1.75,1.0,2.25,0.42456050228310505,0.4141248387462339,0.31746610208134246,2606,172921,350073,0.49581430745814303,32.89973363774734,66.60445205479452
2.25,1.0,1.25,0.4259855403348554,0.409712171587965,0.31618190009359004,329741,194350,1509,62.736111111111114,36.97678843226788,0.2871004566210046
3.0,1.0,2.75,0.31440639269406395,0.3824372791720747,0.3150051956185289,287347,78192,160061,54.67028158295282,14.876712328767121,30.45300608828006
1.5,1.0,2.25,0.42446537290715375,0.4137134816890195,0.31445013241109204,750,173020,351830,0.14269406392694062,32.91856925418569,66.93873668188736
1.25,1.0,2.25,0.4245300608828006,0.41372518507603356,0.31386545001772004,290,173067,352243,0.055175038051750384,32.92751141552511,67.01731354642314
1.0,1.0,2.25,0.42454908675799086,0.41372338067786624,0.31364071757845585,130,173084,352386,0.02473363774733638,32.93074581430746,67.04452054794521
2.25,1.0,1.0,0.42603500761035007,0.4099143342909164,0.313590980613821,331083,194352,165,62.99143835616439,36.97716894977169,0.03139269406392694
0.75,1.0,2.25,0.424562404870624,0.41372754052019284,0.3135547312893867,56,173093,352451,0.0106544901065449,32.932458143074584,67.05688736681887
0.5,1.0,2.25,0.42457572298325724,0.41374523067465035,0.3135297759818027,20,173094,352486,0.0038051750380517506,32.932648401826484,67.06354642313546
2.25,1.0,0.75,0.4260102739726027,0.4098890717065757,0.31321757382009957,331236,194352,12,63.02054794520547,36.97716894977169,0.00228310502283105
2.25,1.0,0.5,0.4260140791476408,0.40989657825219955,0.3131953494841949,331248,194352,0,63.02283105022831,36.97716894977169,0.0
2.5,1.0,1.75,0.38283485540334855,0.40109397917862055,0.30846002495919655,364867,148175,12558,69.4191400304414,28.191590563165907,2.389269406392694
